unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
ETR|0000065984-26-000307|nonDerivative|2026-08-31|LEVENICK STUART L|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000307,https://www.sec.gov/Archives/edgar/data/65984/000006598426000307/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,47427,D,LEVENICK STUART L,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000305|nonDerivative|2026-08-31|Hyland M Elise|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000305,https://www.sec.gov/Archives/edgar/data/65984/000006598426000305/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,19644,D,Hyland M Elise,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000303|nonDerivative|2026-08-31|FREDERICKSON PHILIP L|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000303,https://www.sec.gov/Archives/edgar/data/65984/000006598426000303/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,33857,D,FREDERICKSON PHILIP L,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000301|nonDerivative|2026-08-31|Ellis Brian W|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000301,https://www.sec.gov/Archives/edgar/data/65984/000006598426000301/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,14671,D,Ellis Brian W,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000299|derivative|2026-08-31|DONALD KIRKLAND H|A|Equity Units|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000299,https://www.sec.gov/Archives/edgar/data/65984/000006598426000299/form4.xml,derivative,2026-08-31,A,Equity Units,218,0,0.0,15316,D,DONALD KIRKLAND H,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000297|nonDerivative|2026-08-31|CALDWELL JAMES FRANK JR|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000297,https://www.sec.gov/Archives/edgar/data/65984/000006598426000297/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,1242,D,CALDWELL JAMES FRANK JR,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000295|derivative|2026-08-31|Burbank John R|A|Equity Units|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000295,https://www.sec.gov/Archives/edgar/data/65984/000006598426000295/form4.xml,derivative,2026-08-31,A,Equity Units,218,0,0.0,5830,D,Burbank John R,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000293|nonDerivative|2026-08-31|BLACK JOHN H.|A|Common Stock|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000293,https://www.sec.gov/Archives/edgar/data/65984/000006598426000293/form4.xml,nonDerivative,2026-08-31,A,Common Stock,218,0,0.0,8501,D,BLACK JOHN H.,Director,1,,,,SEC EDGAR
ETR|0000065984-26-000291|derivative|2026-08-31|ADAMS GINA F.|A|Equity Units|218|0|D,2026-09-03 04:15:26+0000,ETR,ENTERGY CORP /DE/,0000065984,4,2026-09-02,2026-08-31,0000065984-26-000291,https://www.sec.gov/Archives/edgar/data/65984/000006598426000291/form4.xml,derivative,2026-08-31,A,Equity Units,218,0,0.0,439,D,ADAMS GINA F.,Director,1,,,,SEC EDGAR
DECK|0001593968-26-000187|nonDerivative|2026-09-01|Stewart Bonita C.|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000187,https://www.sec.gov/Archives/edgar/data/910521/000159396826000187/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,43638,D,Stewart Bonita C.,,true,,,,SEC EDGAR
DECK|0001593968-26-000186|nonDerivative|2026-09-01|Shanahan Lauri M|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000186,https://www.sec.gov/Archives/edgar/data/910521/000159396826000186/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,26368,D,Shanahan Lauri M,,true,,,,SEC EDGAR
DECK|0001593968-26-000188|nonDerivative|2026-09-01|Luis Victor|A|Common Stock|914|0|I,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000188,https://www.sec.gov/Archives/edgar/data/910521/000159396826000188/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,914,0,0.0,20043,I,Luis Victor,,true,,,,SEC EDGAR
DECK|0001593968-26-000189|nonDerivative|2026-09-01|Ibrahim Maha Saleh|A|Common Stock|816|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000189,https://www.sec.gov/Archives/edgar/data/910521/000159396826000189/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,816,0,0.0,13870,D,Ibrahim Maha Saleh,,true,,,,SEC EDGAR
DECK|0001593968-26-000191|nonDerivative|2026-09-01|Grismer Patrick J|A|Common Stock|535|0|I,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000191,https://www.sec.gov/Archives/edgar/data/910521/000159396826000191/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,2033,I,Grismer Patrick J,,true,,,,SEC EDGAR
DECK|0001593968-26-000192|nonDerivative|2026-09-01|Figuereo Juan R|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000192,https://www.sec.gov/Archives/edgar/data/910521/000159396826000192/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,14640,D,Figuereo Juan R,,true,,,,SEC EDGAR
DECK|0001593968-26-000184|nonDerivative|2026-09-01|Davis Cindy L|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000184,https://www.sec.gov/Archives/edgar/data/910521/000159396826000184/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,15577,D,Davis Cindy L,,true,,,,SEC EDGAR
DECK|0001593968-26-000185|nonDerivative|2026-09-01|Chan Nelson|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000185,https://www.sec.gov/Archives/edgar/data/910521/000159396826000185/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,63846,D,Chan Nelson,,true,,,,SEC EDGAR
DECK|0001593968-26-000190|nonDerivative|2026-09-01|Burwick David A|A|Common Stock|535|0|D,2026-09-03 04:15:26+0000,DECK,DECKERS OUTDOOR CORP,0000910521,4,2026-09-02,2026-09-01,0001593968-26-000190,https://www.sec.gov/Archives/edgar/data/910521/000159396826000190/primary_01.xml,nonDerivative,2026-09-01,A,Common Stock,535,0,0.0,14615,D,Burwick David A,,true,,,,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|M|$1 Par Common Stock|1079|254.83|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,M,$1 Par Common Stock,1079,254.83,274961.57,28271,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|M|$1 Par Common Stock|1775|343.94|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,M,$1 Par Common Stock,1775,343.94,610493.5,30046,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|M|$1 Par Common Stock|1049|438.44|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,M,$1 Par Common Stock,1049,438.44,459923.56,31095,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|M|$1 Par Common Stock|957|377.01|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,M,$1 Par Common Stock,957,377.01,360798.57,32052,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|2929|650.18|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,2929,650.18,1904377.2199999997,29123,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|975|651.43|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,975,651.43,635144.25,28148,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|363|652.75|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,363,652.75,236948.25,27785,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|391|654.22|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,391,654.22,255800.02000000002,27394,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|199|655.91|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,199,655.91,130526.09,27195,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|nonDerivative|2026-08-31|CAMPBELL RYAN D|S|$1 Par Common Stock|3|656.64|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,nonDerivative,2026-08-31,S,$1 Par Common Stock,3,656.64,1969.92,27192,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|derivative|2026-08-31|CAMPBELL RYAN D|M|Market Priced Options|1079|0|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,derivative,2026-08-31,M,Market Priced Options,1079,0,0.0,0,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|derivative|2026-08-31|CAMPBELL RYAN D|M|Market Priced Options|1775|0|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,derivative,2026-08-31,M,Market Priced Options,1775,0,0.0,0,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|derivative|2026-08-31|CAMPBELL RYAN D|M|Market Priced Options|1049|0|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,derivative,2026-08-31,M,Market Priced Options,1049,0,0.0,0,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
DE|0001772144-26-000006|derivative|2026-08-31|CAMPBELL RYAN D|M|Market Priced Options|957|0|D,2026-09-03 04:15:26+0000,DE,DEERE & CO,0000315189,4,2026-09-02,2026-08-31,0001772144-26-000006,https://www.sec.gov/Archives/edgar/data/315189/000177214426000006/form4-09022026_040946.xml,derivative,2026-08-31,M,Market Priced Options,957,0,0.0,3482,D,CAMPBELL RYAN D,Pres WWC&F and Pwr Systems,false,true,false,Pres WWC&F and Pwr Systems,SEC EDGAR
CTSH|0002075228-26-000022|nonDerivative|2026-08-31|Kerdman Alina|S|Class A Common Stock|144|63.34|D,2026-09-03 04:15:26+0000,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0001058290,4,2026-09-02,2026-08-31,0002075228-26-000022,https://www.sec.gov/Archives/edgar/data/1058290/000207522826000022/wk-form4_1788380198.xml,nonDerivative,2026-08-31,S,Class A Common Stock,144,63.34,9120.960000000001,848,D,Kerdman Alina,"Officer, SVP, Controller & CAO",0,1,0,"SVP, Controller & CAO",SEC EDGAR
CSX|0001193125-26-380206|derivative|2026-09-01|ANGEL STEPHEN F|A|Phantom Stock|185|48.70|I,2026-09-03 04:15:26+0000,CSX,CSX CORP,0000277948,4,2026-09-02,2026-09-01,0001193125-26-380206,https://www.sec.gov/Archives/edgar/data/277948/000119312526380206/ownership.xml,derivative,2026-09-01,A,Phantom Stock,185,48.70,9009.5,2387,I,ANGEL STEPHEN F,President & CEO,true,true,false,President & CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|136|221.75|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,136,221.75,30158.0,7855883,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|1307|225.97|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,1307,225.97,295342.79,7854576,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|2903|227|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,2903,227,658981.0,7851673,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|1239|227.80|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,1239,227.80,282244.2,7850434,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|1151|228.95|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,1151,228.95,263521.45,7849283,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|1203|230.22|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,1203,230.22,276954.66,7848080,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|1458|230.93|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,1458,230.93,336695.94,7846622,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|443|232.15|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,443,232.15,102842.45,7846179,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-08-31|Kurtz George|S|Class A common stock|160|233.53|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-08-31,S,Class A common stock,160,233.53,37364.8,7846019,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|802|213.39|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,802,213.39,171138.78,7845217,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|3218|214.38|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,3218,214.38,689874.84,7841999,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|2532|215.10|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,2532,215.10,544633.2,7839467,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|440|216.47|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,440,216.47,95246.8,7839027,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|320|217.64|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,320,217.64,69644.79999999999,7838707,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|440|218.79|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,440,218.79,96267.59999999999,7838267,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
CRWD|0001778564-26-000153|nonDerivative|2026-09-01|Kurtz George|S|Class A common stock|520|219.69|D,2026-09-03 04:15:26+0000,CRWD,"CrowdStrike Holdings, Inc.",0001535527,4,2026-09-02,2026-08-31,0001778564-26-000153,https://www.sec.gov/Archives/edgar/data/1535527/000177856426000153/form4-09022026_080901.xml,nonDerivative,2026-09-01,S,Class A common stock,520,219.69,114238.8,7837747,D,Kurtz George,PRESIDENT AND CEO,true,true,false,PRESIDENT AND CEO,SEC EDGAR
